ORD; AÑO ; MES ; DÍA ; DIA DE LA SEMANA ;HORA; ETAPA DEL DÍA ; ZONA ; BLOQUE ; CAMPO ; LOCACIÓN ; INSTALACIÓN O ÁREA ; LON ; LAT ; FUENTES GENERADORAS DE RIESGO ; TIPO ;CONSECUENCIA;OBJETOS;CANTIDAD;UNIDAD;MONTO;SEVERIDAD / IMPACTO;"DEPARTAMENTO
CUSTODIO DEL BIEN";NÚMERO DE INFORME DE VERIFICACIÓN;INFORME DEL ÁREA USUARIA?;NUMERO DE DENUNCIA O ACTO URGENTE;ESTADO DEL PROCESO;PROCESADOS;;LOCACIÓN TIENE SERVICIO DE VIGILANCIA FIJA?;LOCACIÓN TIENE CÁMARA DE VIDEO SEGURIDAD?;LOCACIÓN TIENE CERRAMIENTO?;LOCACIÓN TIENE ILUMINACIÓN?;LA CONTRATISTA REPONE EL VALOR DE LA PÉRDIDA?;SEGURO DE PETROAMAZONAS REPONE EL VALOR DE LA PÉRDIDA?;EXISTIÓ RECOMENDACIÓN DE SEGURIDAD QUE PUDO EVITAR EL EVENTO?;RECOMENDACIONES PARA DISMINUIR EL RIESGO DE REPETICIÓN;;;;;;;;;;;;;;;;;;;;;;;;;;;AÑO;MES;DIA;DIA DE LA SEMANA;HORA;ETAPA;ZONA;BLOQUE;Campo;LOCACIÓN;FUENTE;TIPO;CONSECUENCIA;;UNIDAD;SEVERIDAD;DEPARTAMENTO;INFORME DE ÁREA USUARIA;ESTADO DEL PROCESO;;SENTENCIADOS;;;;;;;;;;;;;;;;;;;;
21;2021;MAY;21;VIERNES;8:00 PM;NOCHE;ZOCE;B57 - SHS;CENTRO;B57 - SHS - SHS-20;PLATAFORMA; 315.641,95 ; 9.975.091,38 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;237;PIES (FT.); $2.298,95 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV-2021-019-B57 SHS;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;SI;SI;"Que OPR coordine con MNT la instalación de luminarias en todo el cerco perimetral de la estación.
Desbroce de maleza.
Encamizar los cables eléctricos para evitar la sustracción.";;;;;;;;;;;;;;;;;;;;;;;;; AGRESIÓN ;;;;21;;20:00;;;;LIMONCOCHA;B12 - EDY - PAD-T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;2021;MAY;22;SABADO;8:00 PM;NOCHE;ZOCE;B57 - SHS;AGUARICO;B57 - SHS - WELL PAD AGRG 05D;PLATAFORMA; 318.057,66 ; 9.992.376,51 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;22;PIES (FT.); $909,18 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV-2021-020-B57 SHS;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;SI;SI;"Que OPR coordine con MNT la instalación de luminarias en todo el cerco perimetral de la estación.
Desbroce de maleza.
Encamizar los cables eléctricos para evitar la sustracción.";;;;;;;;;;;;;;;;;;;;;;;;; DAÑO A LA PROPIEDAD ;;;;22;;21:00;;;;LOBO;B12 - EDY - PUERTO EDEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;2021;MAY;26;MIERCOLES;6:00 AM;MAÑANA;ZOCE;B57 - SHS;AGUARICO;AGUARICO (DDV);DDV; 315.521,51 ; 9.999.333,26 ;; RETENCIÓN DE PERSONAS ;PÉRDIDA ECONÓMICA;TUBERÍA;4;EA;  $                 -   ;NO IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;MATERIALES (MTL);SEGF-IV-2021-021-B57 SHS;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;NO;SI;"Que OPR coordine con MNT la instalación de luminarias en todo el cerco perimetral de la estación.
Desbroce de maleza externa.
";;;;;;;;;;;;;;;;;;;;;;;;; ROBO ;;;;23;;22:00;;;;NORTE;B12 - EDY - PUERTO NUEVO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;2021;MAY;26;MIERCOLES;9:00 PM;NOCHE;ZOCE;B57 - SHS;NORTE;B57 - SHS - SHS 70;PLATAFORMA; 316.792,04 ; 9.987.089,55 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;32;PIES (FT.); $1.393,60 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV-2021-022-B57 SHS;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;SI;SI;"Que OPR coordine con MNT la instalación de luminarias en todo el cerco perimetral de la estación.
Desbroce de maleza.
Encamizar los cables eléctricos para evitar la sustracción.";;;;;;;;;;;;;;;;;;;;;;;;; DAÑO OPERATIVO ;;;;24;;23:00;;;;OSO;B12 - EDY - PUERTO TERERE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;2021;JUN;12;SABADO;1:00 PM;TARDE;ZOCE;B57 - SHS;NORTE;B57 - SHS - WELL PAD SHSB 03;PLATAFORMA; 31.684,88 ; 9.985.955,04 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;MALLA PERIMETRAL;200;METROS (M.); $1.846,58 ;NO IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV-2021-023-B57 SHS;SI;;ABIERTO;;NO;NO;NO;SI;NO;NO;SI;SI;"Que OPR coordine con MNT la instalación de luminarias en todo el cerco perimetral de la estación.
Desbroce de maleza externa.";;;;;;;;;;;;;;;;;;;;;;;;; INTENTO DE ROBO ;;;;25;;;;;;PALO AZUL;B12 - EDY - STOCK DE ARENA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;2021;JUN;16;MIERCOLES;10:00 AM;MAÑANA;ZOCE;B57 - SHS;NORTE;B57 - SHS - WELL PAD SHSS 52;DDV ; 318.358,77 ; 9.988.161,15 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;TUBERÍA;100;METROS (M.); $3.201,00 ;NO IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV-2021-024-B57 SHS;SI;;ABIERTO;;NO;NO;NO;SI;NO;NO;SI;SI;Que OPR realice el desbroce de maleza en el DDV.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;;;PAÑACOCHA;B12 - EDY - YANAHURCO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;2021;JUN;19;SABADO;10:00 AM;MAÑANA;ZOCE;B57 - SHS;AGUARICO;B57 - SHS - AGU 08;DDV; 315.829,03 ; 9.996.510,66 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;TUBERÍA;300;METROS (M.); $7.142,20 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV- 2021 – 025- B57 SHS;SI;;ABIERTO;;NO;NO;NO;SI;NO;NO;;SI;Que OPR realice el desbroce de maleza en el DDV.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;;;PARAHUACU;B12 - EDY - YUTURI I;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;2021;JUN;30;MIERCOLES;11:00 AM;MAÑANA;ZOCE;B57 - SHS;NORTE;B57 - SHS - WELL PAD SHSB 03;PLATAFORMA; 31.684,88 ; 9.985.955,04 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;164;PIES (FT.); $9.603,28 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV- 2021 - 026 - B57 SHS;SI;;ABIERTO;;NO;NO;NO;SI;NO;NO;;SI;"Que OPR coordine con MNT la instalación de luminarias en todo el cerco perimetral de la estación.
Desbroce de maleza.
Encamizar los cables eléctricos para evitar la sustracción.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;;;;;;PATA;B12 - PCC - CAMPAMENTO BASE PCC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;2021;JUL;3;SABADO;8:00 PM;NOCHE;ZOCE;B57 - SHS;NORTE;B57 - SHS - WELL PAD SHST 62;PLATAFORMA; 316.564,61 ; 9.981.303,95 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;36;PIES (FT.); $13.067,28 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV- 2021 - 027 - B57 SHS;SI;;ABIERTO;;SI;NO;NO;SI;NO;NO;;SI;"Que OPR coordine con MNT la instalación de luminarias en todo el cerco perimetral de la estación.
Desbroce de maleza.
Encamizar los cables eléctricos para evitar la sustracción.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;;;;;;PAYAMINO;B12 - PCC - CENTRO DE GESTIÓN DE DESECHOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;2021;JUL;5;LUNES;7:00 AM;MAÑANA;ZOCE;B57 - SHS;AGUARICO;B57 - SHS - AGR 009;PLATAFORMA; 317.717,28 ; 9.991.118,86 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;MALLA PERIMETRAL;40;METROS (M.); $502,14 ;NO IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV- 2021 -028- 57 - SHS;SI;;ABIERTO;;NO;NO;NO;SI;NO;NO;;SI;"Que OPR coordine con MNT la instalación de luminarias en todo el cerco perimetral de la estación.
Desbroce de maleza externa.
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;PICHINCHA;B12 - PCC - MLV20901 PAÑAYACU NORTE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;2021;JUL;9;VIERNES;11:00 PM;NOCHE;ZOCE;B57 - SHS;NORTE;B57 - SHS - WELL PAD SHSB 03;PLATAFORMA; 31.684,88 ; 9.985.955,04 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;6;PIES (FT.); $261,30 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV- 2021 - 029 - B57 SHS;SI;;ABIERTO;;NO;NO;NO;SI;NO;NO;;SI;"Que OPR coordine con MNT la instalación de luminarias en todo el cerco perimetral de la estación.
Desbroce de maleza.
Encamizar los cables eléctricos para evitar la sustracción.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;;;SACHA;B12 - PCC - MLV20902 PAÑAYACU SUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;2021;JUL;10;SABADO;9:00 AM;MAÑANA;ZOCE;B57 - SHS;NORTE;B57 - SHS - WELL PAD SHS 154;PLATAFORMA; 315.626,28 ; 9.983.318,12 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;MALLA PERIMETRAL;135;METROS (M.); $1.408,41 ;NO IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV- 2021 -30- B57 - SHS;SI;;ABIERTO;;NO;NO;NO;SI;NO;NO;;SI;"Que OPR coordine con MNT la instalación de luminarias en todo el cerco perimetral de la estación.
Desbroce de maleza externa.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SANSAHUARI;B12 - PCC - MLV20903 NAPO NORTE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;2021;JUL;21;MIERCOLES;9:00 AM;MAÑANA;ZOCE;B57 - SHS;NORTE;B57 - SHS - AGU 08;DDV; 315.829,03 ; 9.996.510,66 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;TUBERÍA;200;METROS (M.); $6.402,00 ;NO IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV-2021 -027-B57 SHS;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;;SI;Que OPR realice el desbroce de maleza en el DDV.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SECOYA;B12 - PCC - MLV20904 NAPO SUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;2021;JUL;24;SABADO;8:00 AM;NOCHE;ZOCE;B57 - SHS;NORTE;B57 - SHS - WELL PAD SHSC-053;PLATAFORMA; 315.570,07 ; 9.987.064,45 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;10;METROS (M.); $1.437,15 ;NO IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV- 2021 - 029 - B57 SHS;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;;SI;"Que OPR coordine con MNT la instalación de luminarias en todo el cerco perimetral de la estación.
Desbroce de maleza.
Encamizar los cables eléctricos para evitar la sustracción.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SHUARA;B12 - PCC - PISCINAS PAÑACOCHA-B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;2021;JUL;25;SABADO;7:00 AM;MAÑANA;ZOCE;B57 - SHS;CENTRO;B57 - SHS - SHS 42;PLATAFORMA; 3.166.777,16 ; 9.977.225,04 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;PUERTAS;2;EA; $800,00 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV- 2021 - 030 - B57 SHS;SI;;ABIERTO;;NO;NO;NO;SI;NO;NO;;SI;"Que OPR coordine con MNT la instalación de luminarias en todo el cerco perimetral de la estación.
Desbroce de maleza externa.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SHUSHUFINDI;B12 - PCC - PLATAFORMA PAÑACOCHA-A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;2021;JUL;27;MARTES;4:00 PM;TARDE;ZOCE;B57 - SHS;AGUARICO;B57 - SHS - ESTACION AGUARICO;PLATAFORMA; 316.555,59 ; 9.993.982,71 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;213;PIES (FT.); $8.108,59 ;NO IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV- 2021 - 029 - B57 SHS;SI;;ABIERTO;;NO;SI;SI;SI;SI;;;SI;"Que OPR coordine con MNT la instalación de luminarias en todo el cerco perimetral de la estación.
Desbroce de maleza.
Encamizar los cables eléctricos para evitar la sustracción.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SHUSHUQUI;B12 - PCC - PLATAFORMA PAÑACOCHA-B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;2021;AGO;1;DOMINGO;9:00 PM;NOCHE;ZOCE;B57 - SHS;NORTE;B57 - SHS - WELL PAD SHSC-053;PLATAFORMA; 315.570,07 ; 9.987.064,45 ; DELINCUENCIA COMUN ; ROBO ;AFECTACIÓN DE ACTIVOS;PUERTAS;1;EA; $1.600,00 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV- 2021 -30- 57 SHS;SI;;ABIERTO;;NO;NO;NO;SI;NO;NO;;SI;"Que OPR coordine con MNT la instalación de luminarias en todo el cerco perimetral de la estación.
Desbroce de maleza externa.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SUR;B12 - PCC - PLATAFORMA PAÑACOCHA-C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;2021;AGO;5;JUEVES;1:00 AM;MADRUGADA;ZOCE;B57 - SHS;SUR;B57 - SHS - WELL PAD SHS 126D;PLATAFORMA; 315.451,41 ; 9.971.006,15 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;53;PIES (FT.); $2.308,15 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV- 2021 -30- 57 SHS;SI;;ABIERTO;;NO;NO;NO;SI;NO;NO;;SI;"Que OPR coordine con MNT la instalación de luminarias en todo el cerco perimetral de la estación.
Desbroce de maleza.
Encamizar los cables eléctricos para evitar la sustracción.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SUROESTE;B12 - PCC - PLATAFORMA TANGAY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;2021;AGO;5;JUEVES;1:00 AM;MADRUGADA;ZOCE;B57 - SHS;SUR;B57 - SHS - WELL PAD SHS 126D;PLATAFORMA; 315.451,41 ; 9.971.006,15 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;60;PIES (FT.); $2.313,00 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV- 2021 -30- 57 SHS;SI;;ABIERTO;;NO;NO;NO;SI;NO;NO;;SI;"Que OPR coordine con MNT la instalación de luminarias en todo el cerco perimetral de la estación.
Desbroce de maleza.
Encamizar los cables eléctricos para evitar la sustracción.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TAPI;B12 - PCC - PLATAFORMA TUMALI 2A ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;2021;AGO;6;SABADO;11:00 AM;MAÑANA;ZOCE;B57 - SHS;SUR;B57 - SHS - SHS 61;PLATAFORMA; 316.851,51 ; 9.971.168,67 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;8;PIES (FT.); $710,94 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV- 2021 - 57 SHS;SI;;ABIERTO;;NO;NO;NO;SI;NO;NO;;SI;"Que OPR coordine con MNT la instalación de luminarias en todo el cerco perimetral de la estación.
Desbroce de maleza.
Encamizar los cables eléctricos para evitar la sustracción.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TETETE;B12 - PCC - PLATAFROMA PAÑACOCHA-D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;2021;AGO;9;LUNES;11:00 PM;NOCHE;ZOCE;B57 - SHS;SUR;B57 - SHS - WELL PAD SHSA 02;PLATAFORMA; 317.457,33 ; 9.973.143,88 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;40;PIES (FT.); $1.742,00 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV- 2021 - 031 - B57 SHS;SI;;ABIERTO;;NO;NO;NO;SI;NO;NO;;SI;"Que OPR coordine con MNT la instalación de luminarias en todo el cerco perimetral de la estación.
Desbroce de maleza.
Encamizar los cables eléctricos para evitar la sustracción.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TIPISHCA;B12 - PCC - PUERTO TUMALI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;2021;AGO;18;MIERCOLES;9:00 PM;NOCHE;ZOCE;B57 - SHS;NORTE;B57 - SHS - WELL PAD SHSB 03;PLATAFORMA; 31.684,88 ; 9.985.955,04 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;148;PIES (FT.); $1.283,16 ;NO IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV- 2021 - 32 - B57 SHS;SI;;ABIERTO;;SI;NO;NO;SI;NO;NO;;SI;"Que OPR coordine con MNT la instalación de luminarias en todo el cerco perimetral de la estación.
Desbroce de maleza.
Encamizar los cables eléctricos para evitar la sustracción.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TIPUTINI;B12 - PCC - ZESE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;2021;AGO;24;MARTES;1:00 AM;MAÑANA;ZOCE;B57 - SHS;NORTE;B57 - SHS - WELL PAD SHSS 52;PLATAFORMA; 318.650,51 ; 9.988.148,94 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;32;PIES (FT.); $10.741,11 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV- 2021 - 33 - B57 SHS;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;;SI;"Que OPR coordine con MNT la instalación de luminarias en todo el cerco perimetral de la estación.
Desbroce de maleza.
Encamizar los cables eléctricos para evitar la sustracción.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VHR;B12 - PCC - ZETO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;2021;AGO;26;JUEVES;9:00 PM;NOCHE;ZOCE;B57 - SHS;NORTE;B57 - SHS - WELL PAD SHS 154;PLATAFORMA; 315.632,88 ; 9.983.323,74 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;117;PIES (FT.); $4.290,11 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV- 2021 - 34 - B57 SHS;SI;;ABIERTO;;NO;NO;NO;SI;NO;NO;;SI;"Se realice el desbroce de la maleza que ha sobrepasado a la Barrera de protección perimetral de esta y otras plataformas del B57 SHS. Es necesario que exista un retiro de por lo menos unos 2 metros, de tal manera que permita un adecuado control visual desde y hacia el interior de la plataforma.

Que OPR gestione la instalación de luminarias para mejorar la observación durante la noche.

Se coloque candados de seguridad en el área de equipos de superficie donde se encuentran una gran cantidad de cables de potencia.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;YANAQUINCHA;B15 - CPF - AGUAJAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;2021;SEP;9;JUEVES;12:00 AM;NOCHE;ZOCE;B57 - SHS;SUR;B57 - SHS - SHS 61;PLATAFORMA; 316.829,65 ; 9.971.165,56 ;  DELINCUENCIA COMUN  ;  ROBO  ;PÉRDIDA ECONÓMICA;CABLES;315;PIES (FT.); $26.846,89 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV- 2021 - 57 SHS;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;;SI;"Que OPR coordine con MNT la instalación de luminarias en todo el cerco perimetral de la estación.
Desbroce de maleza.
Encamizar los cables eléctricos para evitar la sustracción.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;YANKUNT;B15 - CPF - ANGEL NORTE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;2021;SEP;16;JUEVES;9:00 PM;NOCHE;ZOCE;B57 - SHS;AGUARICO;B57 - SHS - WELL PAD AGRC 17D;PLATAFORMA; 315.783,98 ; 9.994.784,71 ;  DELINCUENCIA COMUN  ;  ROBO  ;PÉRDIDA ECONÓMICA;CABLES;65;PIES (FT.); $2.832,75 ;IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV- 2021 - 57 SHS;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;;SI;"Que OPR coordine con MNT la instalación de luminarias en todo el cerco perimetral de la estación.
Desbroce de maleza.
Encamizar los cables eléctricos para evitar la sustracción.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;YUCA;B15 - CPF - CEDRO SUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;2021;SEP;20;LUNES;1:00 AM;MADRUGADA;ZOCE;B57 - SHS;SUR;B57 - SHS - WELL PAD SHS 126D;PLATAFORMA; 315.451,41 ; 9.971.006,15 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;111;PIES (FT.); $4.834,05 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV- 2021 -30- 57 SHS;SI;;ABIERTO;;NO;NO;NO;SI;NO;NO;;SI;"Que OPR coordine con MNT la instalación de luminarias en todo el cerco perimetral de la estación.
Desbroce de maleza.
Encamizar los cables eléctricos para evitar la sustracción.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;YULEBRA;B15 - CPF - CONCORDIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;2021;SEP;24;VIERNES;8:00 AM;MAÑANA;ZOCE;B57 - SHS;SUR;B57 - SHS - ESTACION SUROESTE;PLATAFORMA; 353.689,88 ; 9.940.436,68 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;MALLA PERIMETRAL;200;METROS (M.); $2.248,02 ;NO IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV- 2021 -38- 57 SHS;SI;;ABIERTO;;NO;NO;NO;SI;NO;NO;;SI;"Que OPR coordine el desbroce de la maleza que ha sobrepasado a la barrera de protección perimetral de esta y otras plataformas del B57 SHS. Es necesario que exista un retiro de por lo menos unos 4 metros, de tal manera que permita un adecuado control visual..
Que OPR coordine con MNT la instalación de luminarias en todo el cerco perimetral de la Estación.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;YURALPA;B15 - CPF - CONTROL ITAYA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;2021;SEP;24;VIERNES;11:00 PM;NOCHE;ZOCE;B57 - SHS;SUR;B57 - SHS - WELL PAD SHSA 02;PLATAFORMA; 317.457,33 ; 9.973.143,88 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;230;PIES (FT.); $1.994,01 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV- 2021 -39- 57 SHS;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;;SI;"Se coloque protección adicional a los cables de potencia desde los variadores hasta los transformadores, esto si bien es cierto, no impide el cometimiento de actos ilícitos, por lo menos dificulta o demora el cometimiento de los mismos.
Se coloque seguridades en las cajas de revisión ubicadas en el área de equipos de superficie.
Habilitar luminarias en los sectores críticos de la plataforma.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ZEMI;B15 - CPF - CONTROL PALMERAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;2021;OCT;1;JUEVES;12:00 AM;NOCHE;ZOCE;B57 - SHS;AGUARICO;B57 SHS - AGRC-026;PLATAFORMA; 315.783,98 ; 9.994.784,71 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;131;PIES (FT.); $89.230,35 ;NO IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);SEGF-IV- 2021 -57 SHS;SI;;ABIERTO;;NO;NO;NO;SI;NO;NO;;SI;"Que OPR coordine con MNT la instalación de luminarias en todo el cerco perimetral de la estación.
Desbroce de maleza.
Encamizar los cables eléctricos para evitar la sustracción.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B15 - CPF - CONTROL RELLENO SANITARIO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
